network,avg_distance,avg_speed
00068,3557.108015092133,7.7680634193402085
00069,3751.2599052021633,8.189192233091033
00070,3433.307592521263,8.046840359025865
00071,3569.2321538528204,8.761308657270893
00072,3268.7752568106366,8.065759963407768
00073,3871.89836801039,7.728550692911896
00074,3536.183623572385,8.173693177331844
00075,3922.3360355091568,7.967966521587598
00076,3823.42201870435,7.71238213747459
00077,3778.184936169714,7.843208414473875
00078,3327.0930031304474,8.047463657937575
00079,3815.9087494611804,7.662091342885587
00080,3277.98015122109,8.41118047623699
00081,3671.3408300068063,8.267242314044138
00082,3375.2833419907174,7.569912531814716
00083,2843.502006124005,8.295551442982767
00084,3145.661406052441,7.654204125001669
00085,3425.7421374114,7.8421520415070685
00086,3738.926867510209,7.989467929277891
00087,3442.898686822579,7.821583279454532
00088,3517.032232115701,7.991962806608937
00089,3114.139845102243,8.229086471367799
00090,3784.2916758358265,7.6390336045189935
00091,2942.449938741213,7.941783478550698
00092,3207.7067826988614,7.695825050884779
00093,3213.4282890884733,7.646343020045223
00094,3433.734000274675,7.953031332921441
00095,3170.9223593904517,7.650981431366348
00096,3075.7702375262993,7.704396899548958
00097,3192.370779726886,8.156861482093102
00098,3031.2144002635996,8.080981127907219
00099,3408.378546340247,8.002389358093113
00100,2948.2564399444427,7.810675665051831
00101,3177.426872812494,7.187302636104455
00102,3412.5890160539975,7.698790913449565
00103,2991.685231333502,7.738325762769929
00104,3205.464680613081,7.509221500915328
00105,3346.05950838369,8.146402620159131
00106,2869.3834745185886,7.7818765002659065
00107,2944.12040018925,7.989101040153574
00108,2922.8107573787497,8.29477901314398
00109,3526.161395961141,8.21831122248718
00110,3256.476511238789,7.450358112541482
00111,2958.28963972304,7.928105035429496
00112,2967.116803996142,8.014466270267532
00113,2879.930437502562,7.268083478604303
00114,3116.958805141818,7.418809363773552
00115,2925.1697748773727,7.4025992680863775
00116,3021.9378035208615,6.412492352326044
00117,3044.4580057111493,8.044267957656116
00118,3244.9436251595016,7.572982970037078
00119,3155.5376142362475,7.922647514616873
00120,2918.5212442023067,8.190705417986344
00121,2824.6141871309324,7.660989547898549
00122,2797.858636110956,7.784310922127065
00123,3021.583290708154,7.987840322032764
00124,3080.668228536766,7.785151066268881
00125,2758.747055642265,7.765731296743965
00126,2975.3790059291555,7.652525250125951
00127,2885.617878447838,7.825610480094115
00128,3012.615415909816,8.226536165820066
00129,2956.5845740835675,7.894380598225246
00130,2713.118474946403,7.0928323707158585
00131,2888.048265237381,7.945179013910318
00132,2808.6201071401038,8.237241297454084
00133,2960.124663575119,7.817479031336661
00134,2859.113810939046,7.960714157873126
00135,2784.4283167966214,8.106207689120433
00136,2769.598508474151,7.6757087055388595
00137,2959.8364863683855,7.405922946370633
00138,2867.390748717521,7.9521478791918785
00139,2482.810351341872,8.217506254933282
00140,2960.7459538268226,8.110183897811613
00141,2789.1049215978865,8.2203651008691
00142,2889.4064061751096,7.299813979768448
00143,2552.3697986433544,7.914518462282237
00144,2821.453787996312,7.707663184113969
00145,2481.4404197328713,7.750576820076892
00146,2904.269638585379,8.380801330027806
00147,2945.682134872194,7.998785788833806
00148,2646.1862622570543,7.229380147506902
00149,2654.4239626225103,7.442379693902269
00150,2733.1266992137403,8.06656580508951
00151,2694.8963711082984,8.035593856165711
00152,2754.8231886959366,7.4034172966946
00153,2850.6690011398573,7.781046908037891
00154,2844.4253196155087,7.8213524040434
00155,2574.386335931111,7.515476038807749
00156,2755.3386540724423,8.187038340279614
00157,2828.1542842531417,7.71114582692782
00158,2559.7694839297064,7.4977794004539415
00159,2778.6973058190592,7.863950358877836
00160,2582.115957913161,7.96203293973044
00161,2604.5057202576195,7.8759809833704155
00162,2834.549890663419,7.574116579816801
00163,2464.9288780282895,8.032613723909625
00164,2538.7688184656167,8.208000149514096
00165,2857.286263397212,7.941557488933294
00166,2649.0108586795714,8.288491044231137
00167,2613.702172133627,8.171334913548339
00168,2554.5401944845803,7.866712946793196
00169,2674.652718396586,8.007170682338938
00170,2637.081653833599,8.115005270390093
00171,2648.2633135119963,7.847081005151758
00172,2528.720221328791,7.9240478395239915
00173,2472.9551063873155,8.195965329699408
00174,2630.9550327965926,8.359865496455095
00175,2618.6904473148197,7.510076095909679
00176,2534.076472364229,7.923270015348581
00177,2496.944411638825,7.798838801693624
00178,2743.978983840386,7.515339933442657
00179,2667.994997113211,8.108257502707245
00180,2826.677963700094,8.226180560361968
00181,2787.3100568646946,7.892327660632614
00182,2482.9737495426175,7.005434472896022
00183,2478.216595819394,7.6082352395398285
00184,2525.138944822724,7.133127920355443
00185,2567.48059447452,7.529012420158748
00186,2458.550067469231,7.325079585637611
00187,2445.6398306322358,7.839419769193759
00188,2428.7506382066135,8.059796418839666
00189,2390.666968001415,7.115792389303737
00190,2508.4432835240336,7.9990874383060335
00191,2532.4504528303196,8.12825825294954
00192,2826.077579263043,8.01732659589254
00193,2880.504425096821,7.972493738010612
00194,2548.6791740698404,7.25838415660233
00195,2422.956757086644,7.8836915385381845
00196,2291.523868304763,8.228788290952021
00197,2475.3995295528357,7.735438226642632
00198,2572.8456749253287,8.024567990849928
00199,2517.756338701321,8.02287194755506
00200,2378.402901169878,7.711027945244923
00201,2596.8219134788924,8.105855569566392
00202,2391.557184922436,7.727437221368447
00203,2767.4091108634,7.9814765099144935
00204,2720.463309857972,8.1881986558186
00205,2360.1775487859836,7.8935119752364695
00206,2354.9065400204827,7.871354114969882
00207,2686.82373448873,8.372180172774716
00208,2363.9272188379396,8.126754692288502
00209,2437.738200677589,7.817138491404993
00210,2610.897148042639,8.128312722758814
00211,2673.152486123592,8.454413662932565
00212,2558.0265052824634,6.901818365047083
00213,2262.919207056856,7.8239776466340265
00214,2343.269568383374,8.154845774499838
00215,2353.1475038365693,7.921782873623458
00216,2412.3666044618794,8.154394808141026
00217,2389.5586559179046,7.289020820672446
00218,2341.0753879135377,8.133906483141152
00219,2516.97228083291,8.137610174088705
00220,2517.533063142515,7.565404284363237
00221,2289.584323254287,7.824376414208656
00222,2324.786604243728,8.015698834636497
00223,2254.0133011928147,8.099462010721833
00224,2251.902068329756,8.11634384116882
00225,2371.3943980087697,7.797859631138208
00226,2642.009961200124,8.078812500151763
00227,2459.153455235073,8.460664102041829
00228,2474.8609802566157,8.326321284525898
00229,2328.396038547359,7.595062329862333
00230,2472.0661809451744,8.238018604038556
00231,2388.5863141763443,7.897319708275106
00232,2255.6931377820238,7.608851289455434
00233,2441.686329497766,7.7302105366198814
00234,2327.283701609046,7.569527149954245
00235,2403.25978293763,7.962744529819512
00236,2369.5747663726916,8.150573853567776
00237,2417.48580901153,8.325357871805357
00238,2362.5800407925085,7.255101354883488
00239,2444.4737918019905,7.891774185222443
00240,2679.2964735359947,7.154659909363661
00241,2174.7625434831502,7.756245930510209
00242,2340.064006630889,8.217388666863464
00243,2480.0605770091456,8.153117675654494
00244,2263.7176730587757,8.13219265428737
00245,2262.21037687418,8.204441027897134
00246,2286.880167844006,8.210424581676564
00247,2246.6044512906774,8.191493581953436
00248,2269.082953076243,8.289210931477427
00249,2170.4712629723517,8.045277198854764
00250,2186.6337479586623,8.15358764055835
00251,2236.768145923784,7.930896049912625
00252,2209.7453263421003,7.845492666759335
00253,2548.277466126077,8.255824874254971
00254,2346.4009704318405,7.9610387651338534
00255,2211.896461653163,8.011674112095772
00256,2356.0618138395857,8.085546271368983
00257,2329.0424679749503,6.70747634667696
00258,2295.33396477835,8.049685807030473
00259,2331.697511746608,8.041785005463227
00260,2286.9101821125378,8.361958097668534
00261,2325.7530594759687,8.157941111386254
00262,2356.2136381735204,7.780794681227442
00263,2212.4841650627427,8.024581751091867
00264,2183.6184199375984,8.051147243721465
00265,2259.7129767492565,7.485090911953935
00266,2332.2703946562606,8.132922991814574
00267,2211.0340121290974,8.190537266030354
00268,2207.9757987468456,8.207635702874667
00269,2282.1716801867033,7.929903939716492
00270,2348.980166649031,8.016129140064304
00271,2343.110160565333,7.401370380364227
00272,2544.8520418202056,8.026444654643784
00273,2182.969095789866,7.3345468846973345
00274,2293.618358124506,7.792321485485833
00275,2157.834564763158,8.093250040741014
00276,2391.073272842531,8.372018420822325
00277,2424.857341128546,8.557889742452657
00278,2299.238133823382,8.04433568475361
00279,2292.6596462611933,8.32384329412482
00280,2281.751716603616,8.041888630087083
00281,2151.255341848075,8.283412985128127
00282,2200.3130441489966,7.985841361514819
00283,2158.9936350892594,8.177543011527648
00284,2360.6600879695507,8.193431425151342
00285,2202.1199209214674,8.001805273242232
00286,2298.6981569428403,7.941828943384415
00287,2213.7368864403497,8.249935242432585
00288,2171.9258263474294,7.921034282040732
00289,2315.544550617091,8.388158095461733
00290,2213.668153540061,8.012038031075042
00291,2171.1299899766523,7.802017787052534
00292,2297.4493440695055,7.721631077740518
00293,2214.1902294375545,8.097266013675505
00294,2577.102719739711,7.554087202706598
00295,2149.5835837428895,8.013860621992206
00296,2262.208070009596,8.018272029337389
00297,2171.184529305917,8.358336940032709
00298,2159.9561452287626,8.002347527465822
00299,2206.6024483392125,8.111691637274912
00300,2224.0018565968876,8.25444135501383
00301,2236.776536148992,7.502962922674405
00302,2228.9946779663314,7.851179022053605
00303,2158.1847599876473,8.167799245707856
00304,2517.937772987204,8.224998882722254
00305,2195.193257500255,7.958299410609802
00306,2262.054149980885,7.999684943763969
00307,2157.46059613206,7.794017820302369
00308,2319.6500649212944,7.9164600233615605
00309,2236.3236580062703,7.718925126871257
00310,2193.299171890235,8.245945571220178
00311,2227.4295052228986,8.360619021577598
00312,2109.7591827973774,7.6099759848202115
00313,2195.9680200078296,7.936821270780678
00314,2105.7972103204893,8.060016802685267
00315,2131.3061627143343,8.242840292314472
00316,2119.646746605284,7.658667514027424
00317,2214.7483030017893,7.837572439568531
00318,2123.646637580269,8.258543874818585
00319,2158.2016010618086,8.104483114774126
00320,2137.1824241662785,7.9614090629237735
00321,2163.427593394595,7.073967914387353
00322,2075.838882876242,8.147428157684107
00323,2294.2681004574442,8.112004186527336
00324,2221.7350288473453,8.061059581244075
00325,2188.7319115296855,8.185452069508205
00326,2063.6353326644034,8.163675374617382
00327,2152.9534545217084,7.859143493338215
00328,2223.9655889682795,7.1861544470760395
00329,2152.206669876717,8.234501973317963
00330,2236.1235850340045,8.264147971039447
00331,2190.967910965943,7.8491556856345905
00332,2074.348328764592,8.058844336079202
00333,2104.2535979515333,8.028004700461619
00334,2227.8607740583325,8.421825882217417
00335,2155.0818688630443,8.347771480063424
00336,2185.8012916957214,7.913959600589454
00337,2112.6278337977305,8.168541201732625
00338,2097.397213253355,8.225140900441502
00339,2074.629736757368,8.093754318538922
00340,2277.105761372642,8.068575509982598
00341,2152.3781841406985,7.978532733131717
00342,2082.1848627698932,8.316655308220346
00343,2176.75275334177,7.967736914721465
00344,2110.5389434382205,7.496030692877037
00345,2068.4950305578013,7.734681261909795
00346,2060.206216911847,8.08338506478182
00347,2206.167721021245,7.792244849132005
00348,2149.537990346252,8.295903350683396
00349,2118.9793818984654,8.273221519920744
00350,2034.970236831304,8.435060916346142
00351,2080.879076064916,7.7972785589598566
00352,2329.281467325638,8.087987902559776
00353,2111.840750601881,8.302984578166045
00354,2115.523249974852,7.620438235412944
00355,2207.5736346012413,7.94892507042563
00356,2214.0001629067283,8.235762359464296
00357,2095.2410177814236,8.042612167079783
00358,2152.0880509008375,8.176871475361494
00359,2121.557840607792,8.11788070712119
00360,2122.08477919066,8.082839160452474
00361,2141.8271679814584,8.318361435023935
00362,2221.82830715726,8.197030015591697
00363,2165.276585118997,7.3764013390008625
00364,2044.8179602453602,8.148056010967926
00365,2070.522591296196,8.086849898824301
00366,2095.4296409455123,8.323216833876028
00367,2090.4427703525175,8.241501440286859
00368,2081.459911735567,8.071270246447192
00369,1993.7000544551154,8.101593034124825
00370,2036.9551625726385,8.136232067993193
00371,2114.0846293122167,7.944051509376409
00372,2285.5047147594223,8.289069327958241
00373,2122.3563481747588,8.373057725722026
00374,2074.6046582389117,7.903870447906401
00375,2165.027159938473,8.083804016300046
00376,2025.6399755556608,8.378721294272687
00377,2089.4575354305075,7.789992579567298
00378,2198.588039736155,8.454330704689383
00379,2150.2251815501036,8.269712394357263
00380,2134.7973170194277,7.989398572052512
00381,2079.693728191625,8.121695710819388
00382,2251.7788796888303,8.102187043666778
00383,2072.505025887958,8.42200221976294
00384,1994.642790526674,8.239842074070944
00385,2052.2959349180487,8.159082985232377
00386,2068.0843983360114,8.233486576517446
00387,2042.1804774734183,8.313380941224562
00388,2045.6893716569145,8.446313985896696
00389,2097.596697266091,7.738092026065734
00390,2046.71006253291,8.373150383600176
00391,2105.2355075010923,7.507941161133825
00392,2219.0341897226435,8.403975729410883
00393,2008.2102994711374,8.436079647506572
00394,2026.8768901711921,8.254049737856716
00395,2115.5473711101113,7.783578077582999
00396,2135.0054448663573,8.266192396239573
00397,2091.7114997970207,7.675433047027854
00398,2073.8145995578325,8.455564808393223
00399,2067.1732145933033,8.388333439122828
00400,2013.92502671838,8.004052208349805
00401,2093.9853857447824,8.224918726313216
00402,2078.997776011007,8.216626754779185
00403,2053.0118360489178,7.932336976727207
00404,2077.1071232658433,7.866393623363316
00405,2075.6907503921366,7.672226746246607
00406,2060.0116857267835,8.328687956924496
00407,2005.8099833747385,8.29747473024942
00408,2082.090143495618,8.01235677697798
00409,2167.58722232813,8.194639633726243
00410,2012.1768148544527,7.961588624340932
00411,2054.3872695825453,8.249902319946477
00412,1978.2461835410622,8.19413981547449
00413,2088.3462572739318,8.234483247387368
00414,2010.1495757834105,8.108119728726791
00415,2119.4887288051364,8.336542790084485
00416,2122.2297869608296,8.167517036889809
00417,2009.087462192634,7.84664127884435
00418,2188.8716392660435,8.299820022003093
00419,2206.6839929938965,7.685005300062134
00420,2069.6016994948295,8.323258352055461
00421,2013.8190171349074,7.793104052120217
00422,2037.5926098699888,8.341533103348592
00423,2052.263797702741,8.18096945601216
00424,2028.0282073149085,7.983580613725373
00425,1983.0294396431702,8.315976521711235
00426,2082.9477344433185,8.124101134314925
00427,2063.766355917096,8.484767248654952
00428,2017.0665383745102,8.097650602404936
00429,2015.102830536487,8.494448966018803
00430,2039.3734082131764,8.087494179106011
00431,1973.6437284010397,8.29516531424144
00432,2099.224817853858,8.381723191711345
00433,1991.6851250056925,8.302083646503347
00434,2012.5998207753635,7.863964952488542
00435,2070.7530616179083,7.923489707195888
00436,6715.300097363717,7.8125956909074965
00437,6265.994624247272,7.860732814773808
00438,6915.565429248782,7.801307776660312
00439,5570.055629426211,8.175875038302541
00440,6650.013464859522,7.491784640320753
00441,6889.3734657187615,8.168949982280846
00442,4905.428820665307,8.28783719099235
00443,5727.958090901404,7.932517517947637
00444,4881.747201509849,7.748700224386264
00445,6259.25266311989,7.825659400448268
00446,6422.605509487382,7.953817804509195
00447,5583.066211135162,7.948728803955631
00448,5322.523155070348,7.752957826033421
00449,5647.919888841908,7.798351738285537
00450,5062.904597513624,7.62503775942342
00451,4421.692152762839,7.86697256269121
00452,5255.591337106094,7.500617100328713
00453,4109.681195781798,7.242926972905628
00454,4924.800782618799,7.948662404148778
00455,5622.468285606081,8.066227739722052
00456,4712.870372365986,7.349248899963672
00457,6123.6084564364255,8.326037871443727
00458,4561.123154818118,7.799133010606678
00459,5373.482269221069,7.883326772838292
00460,4386.271940086373,7.380836679685259
00461,4896.376819321763,7.987937549421266
00462,4630.3978152231175,7.367516720706112
00463,4443.847384897379,7.022946774647198
00464,5034.322218975474,7.774558357779097
00465,5289.026692516526,7.716158653810772
00466,5227.936009598042,7.852390388396829
00467,4680.7238607965965,7.9424495154449986
00468,3946.8823931487814,7.489861949735788
00469,4630.786892294489,7.719803221579755
00470,5347.418599217075,8.17376577836079
00471,4771.808338273046,8.230500385062824
00472,4017.1966320395827,7.385567224949838
00473,3820.534160327582,8.063550323463748
00474,5318.223760563477,7.908191093782523
00475,3777.377414922812,8.029659906339127
00476,4317.797897686049,7.888515308530712
00477,4298.584084694243,7.967804845529674
00478,4147.396696979557,8.217053349567733
00479,4463.905935296431,7.893706578997365
00480,4779.114454227994,8.063829879441853
00481,4869.330908439909,8.050159077066693
00482,4344.026349087642,8.189601142609554
00483,3981.101824779582,7.452811561163736
00484,4732.0536319151315,7.472447561535014
00485,4132.977420559469,7.948507152003241
00486,3554.0558796616656,8.086341647045789
00487,4393.441714364627,7.9250584664764885
00488,4399.65692187688,7.1753706160875605
00489,3883.759176806464,8.200537527133802
00490,4020.7997152210896,7.653745882570669
00491,3703.4639233467883,7.375031857085386
00492,3532.450769679225,7.975251137032971
00493,4099.69333910202,7.8660664666672675
00494,3999.282037666334,8.10537549292235
00495,3758.6623120386976,8.12123546544332
00496,3786.963607686321,7.791105607626489
00497,3267.8846958297045,6.7837733024527065
00498,3903.457347238279,7.479553149586337
00499,4489.064428951448,7.822766482611791
00500,3705.6009594057305,7.9737481651639515
00501,3701.2058401487434,7.2664884145913575
00502,3955.3139167406,7.7867123939666385
00503,3939.2527240876534,8.194195879064361
00504,3389.983752336952,8.078947996886793
00505,3374.6127858618206,7.945196005325382
00506,3414.786074501692,7.821929916840859
00507,3890.2624743190263,8.45655273580535
00508,3689.139778696493,7.738124286043051
00509,3351.7233402956795,7.568504915710538
00510,3134.2209052277863,8.199053899144326
00511,3185.957521697654,7.610374208832925
00512,3742.7330094020426,7.965538501605273
00513,3736.576154705742,7.925546682147876
00514,3388.283541009444,7.7159135042216676
00515,3696.7867760062504,7.905851212285982
00516,3853.8969974777538,7.714360666530856
00517,3410.770194927305,7.437018980044664
00518,3605.2748450611725,8.116124999063047
00519,3112.9280942108367,8.26411391102199
00520,3292.482019852606,7.6135249143442785
00521,3091.5611984113384,8.074617948909253
00522,3461.5617127990427,7.888586388883317
00523,3985.0937290446673,7.994394453251156
00524,3220.238967241582,7.324661543090217
00525,2833.617412586359,7.82278859103017
00526,3295.9415232800616,7.706640174830523
00527,3228.047397673939,8.37821364882002
00528,3466.3227457984904,7.473926102340221
00529,2962.6791826314684,7.912968275957117
00530,3011.8454561810663,7.070132439340989
00531,3368.1858598975055,8.074754605828268
00532,2955.0149907034315,7.897154074429263
00533,2964.452353410887,7.8430465728197625
00534,3285.2490177175473,8.327984626543788
00535,3068.585026298545,8.055243369972871
00536,3545.8704314200995,8.017799687637666
00537,3685.812380357432,7.4874834519683695
00538,3637.0238010640574,7.579647165843381
00539,2960.515839142022,7.4910333260448025
00540,2866.3972519832737,7.926521244900915
00541,3533.216091032272,7.999574896658071
00542,3050.2403979956634,8.185798368921217
00543,3306.4154546200243,7.455527901007752
00544,3207.04554864393,8.024623428325533
00545,2932.893259383838,7.938627113648816
00546,3403.7269280982114,7.81182172601589
00547,2924.8651001181543,6.809809945647985
00548,2983.7537561175864,8.095452683749572
00549,2910.3520876429675,7.660500469234523
00550,2764.106257959957,8.105029440654109
00551,3340.519393936944,7.7826043685736215
00552,2892.6703570361797,7.605364040650822
00553,2725.4515302134873,8.097045425036976
00554,2842.17025593149,8.083721699407729
00555,2690.9216422985696,7.159373604848521
00556,2980.9005672475246,7.202939592816888
00557,2743.940492628031,7.913473776216594
00558,2879.883892176171,8.335381316726183
00559,3099.827807404059,8.349830628270055
00560,2998.4218752327142,8.123082412130849
00561,2800.794384142016,8.224628974448049
00562,3037.092206005878,7.828819417557271
00563,2910.5521548242805,7.652669913090893
00564,3021.7456725789007,7.7124401145898815
00565,3001.9234135449033,5.909671612429304
00566,2674.7488885010825,7.4878306337666425
00567,2895.5868889886747,8.01954300370783
00568,2994.6316997992167,8.306397011193988
00569,3062.0516216071155,7.258028250515541
00570,2894.258449285932,8.317627534024206
00571,2879.654767215603,8.028001499721581
00572,2641.2458994679096,7.960160725856747
00573,2887.2733659533214,7.799239393834077
00574,2686.1496813910153,8.16514038866062
00575,2710.5333223787125,8.16927678066389
00576,2772.4405383888566,7.526256916485506
00577,2929.7754814484133,7.46724004579057
00578,2632.5820736384176,8.077081668576373
00579,3103.6350718465214,8.21652347998797
00580,2668.5882923626273,8.070161621465111
00581,2404.1401281508533,8.271581162992456
00582,2895.2516939769903,7.612454823883232
00583,2976.6806296454424,7.7990256396296
00584,2666.470398311467,7.52628205506372
00585,2694.0731115812814,7.569338385500712
00586,2744.866011712981,7.474375157741167
00587,2867.573274731159,7.583435612981901
00588,2824.7350529087025,7.697272360851775
00589,2590.9939753591984,7.779352054009809
00590,2725.3589357736014,8.442693634160522
00591,2627.2660351120708,7.7800383771281245
00592,2726.5297373776693,7.645213173335643
00593,2640.798733711412,6.120705329468662
00594,2696.0163529459514,7.84331578637048
00595,2846.6213515558957,7.375042477260892
00596,2635.7547440222706,7.924868595982017
00597,2573.9791114928857,7.943266837181001
00598,2834.0366956112557,7.958863394411442
00599,2645.4854816618895,7.734798347665859
00600,2551.303666583546,7.726749126505012
00601,2564.7005877649717,8.291004422420594
00602,2870.0264015368803,7.911615056441384
00603,2593.7581568651044,7.722281454934616
00604,2730.7300502553057,7.916207656066985
00605,2637.8100493119637,7.882918837164163
00606,2558.201452590325,8.02663768290069
00607,2613.4388200837184,7.404113860332566
00608,2599.9595961587834,7.866678415716145
00609,2595.2942057516434,7.579410850252172
00610,2506.098270071592,8.385351542694316
00611,2366.996748144875,7.709738641242302
00612,2679.0882241954455,7.8441733115162195
00613,2493.9921286445197,7.648272396558721
00614,2653.778400433067,7.943263425418505
00615,2591.051280083678,8.160177822653424
00616,2688.0190269756695,8.16577299122866
00617,2817.8046832227633,7.699230393824001
00618,2451.195474653388,7.879006392633398
00619,2459.1276073968907,7.765741334348704
00620,2688.7559797780464,7.872841182989002
00621,2632.7951166379944,8.021458248307187
00622,2514.1410855147847,8.131008784981617
00623,2622.960664980826,7.7999413627264635
00624,2640.6975069909167,7.715158771478859
00625,2550.5054479210344,8.000706980348044
00626,2565.659811703785,7.8491134054438545
00627,2475.287991433204,8.054188529003632
00628,2458.189500453828,8.01140209151386
00629,2492.5658852602087,8.431955839445044
00630,2387.411443288704,8.089513628271035
00631,2545.7114655177593,8.090255747997315
00632,2516.1802054084956,8.080952243284123
00633,2544.8216567258805,7.079801257548397
00634,2322.159822790036,8.22553432231877
00635,2497.537118464593,7.100069368662789
00636,2703.195271843835,8.368614051745457
00637,2764.246381908987,7.975842314358356
00638,2561.1569769080415,8.124795676358048
00639,2458.2849218744977,6.515325846991702
00640,2424.198519607996,7.914437410290282
00641,2604.7174678420292,8.062201378665865
00642,2679.8643293188857,7.051870694185447
00643,2394.5068083445403,8.063411460832963
00644,2451.174761442951,8.074253771657057
00645,2612.849834641251,6.81499980400668
00646,2534.590298127999,7.046574489261063
00647,2466.286937941683,8.11443261779605
00648,2403.6183201074787,7.8372126977644205
00649,2525.1122150599917,7.551916369457344
00650,2387.41736453434,8.145392680219288
00651,2278.771817556652,8.013634253988092
00652,2535.739742809751,7.882279100988616
00653,2443.9772409368993,7.945634469560699
00654,2378.9792228005267,7.5111821499340055
00655,2535.252541149642,7.901175125708855
00656,2533.6666059555096,8.402837558599751
00657,2346.2291934151817,7.886657870581853
00658,2431.8690134095937,7.753845613883673
00659,2327.988416299083,8.201545945314557
00660,2511.097358715939,8.149217481590187
00661,2555.546696422705,8.193407117919953
00662,2362.274738134905,7.888120777275511
00663,2454.5488540668443,8.17445833978764
00664,2478.647106704134,7.318430268149063
00665,2294.778375301387,7.677159206143922
00666,2283.984747322308,8.132942215138366
00667,2349.6148946512344,8.272666641279637
00668,2308.877163516782,7.372365088515894
00669,2431.223236107313,7.729995602466497
00670,2311.164065503818,7.751530487609422
00671,2493.9161925869785,7.572922058882941
00672,2394.9139542589655,7.719929963252315
00673,2493.0960252027207,8.19989717039225
00674,2247.880730109003,7.942460573350122
00675,2499.8300295494632,8.045040781028938
00676,2286.116937345258,7.907841067817725
00677,2265.424771868975,8.176935517526646
00678,2524.6726405374884,7.635466539960405
00679,2422.9626008793653,7.655704646836612
00680,2327.9489760517977,8.20013647573223
00681,2269.789193681707,8.20377609084365
00682,2419.844147992359,7.577591383356233
00683,2264.332245991341,7.850720835407125
00684,2413.493914723301,7.253435414580053
00685,2337.7041652854796,8.077529637426734
00686,2312.2561000235432,8.327071645269804
00687,2367.144793302235,8.065384738408378
00688,2234.497546861649,8.020531042445693
00689,2377.1932506790545,7.921544485097193
00690,2188.269787873557,7.927358509889926
00691,2422.8945745848387,8.414225333456125
00692,2174.2704064925706,8.179217014886385
00693,2179.3658336234685,7.755228033503755
00694,2294.808843987276,7.9231862235054535
00695,2329.536740723276,8.015887954975623
00696,2412.7599933153747,7.865839127200582
00697,2412.1227011428705,7.424424627069868
00698,2326.903963017796,8.294008218458611
00699,2326.2500253439316,7.006680331297146
00700,2291.1841496618163,7.344188900509083
00701,2251.8459601376444,8.051952230313532
00702,2233.544839872272,7.7087723636700245
00703,2259.7042049704605,8.064051317649136
00704,2261.2097190844515,7.70291187979573
00705,2286.031217544033,8.04143180446277
00706,2118.5900776346944,7.715481045294768
00707,2349.0947143857593,7.908492404020736
00708,2304.2964323992355,8.128847604376801
00709,2533.4924450808862,8.04721585266218
00710,2344.834954946663,8.083822134360021
00711,2206.946755993136,7.508911383865089
00712,2253.9587150532793,8.212647427936004
